comment,key,en,zh-Hans,zh-Hant,ja,ko
,#setlist-result-panel #modifiers #title,Modifiers,游戏选项,遊戲選項,モディファイア,옵션
,#setlist-result-panel #ruleset #title,Ruleset,规则,規則,ルールセット,규칙
,#setlist-result-panel #retry-button,RETRY,重试,重新開始,RETRY,RETRY
,#setlist-result-panel #select-setlist-button,SELECT SETLIST,选择组曲,選擇組曲,セットリスト選択,SELECT SETLIST
,,,,,,
,#options-panel #title,Options,设置,設定,設定,설정
,#options-panel #graphics-header,Graphics,图像,影像,グラフィック,그래픽
,#options-panel #resolution #label,Resolution,分辨率,解析度,解像度,화면 해상도
,#options-panel #fullscreen-mode #label,Fullscreen mode,全屏模式,顯示模式,画面モード,출력 방식
,fullscreen_mode_exclusive_fullscreen,Exclusive fullscreen,独占全屏,全螢幕,フルスクリーン,전체화면
,fullscreen_mode_fullscreen_window,Borderless window,全屏窗口,無邊框視窗,ボーダーレス,윈도우(전체화면)
,fullscreen_mode_maximized_window,Maximized window,最大化窗口,最大化視窗,ウィンドウ（最大）,윈도우(최대화)
,fullscreen_mode_windowed,Windowed,窗口化,視窗化,ウィンドウ,윈도우
,#options-panel #vsync #label,VSync,垂直同步,垂直同步,VSync,수직 동기화
,#options-panel #audio-header,Audio,音频,音效,オーディオ,오디오
,#options-panel #master #label,Master,主音量,主音量,マスター,마스터 볼륨
,#options-panel #music #label,Music,音乐音量,音樂音量,音楽,반주음
,#options-panel #keysounds #label,Keysounds,按键音音量,按鍵音音量,ノート音,연주음
,#options-panel #sound-effects #label,Sound effects,音效音量,音效音量,効果音,효과음
,#options-panel #advanced-audio-header,Advanced audio,高级音频选项,進階音效選項,オーディオ詳細設定,고급 오디오 옵션
,#options-panel #asio #label,Use ASIO,使用ASIO,使用 ASIO,ASIOを使用,ASIO 사용
,#options-panel #asio-explanation #content,"After installing ASIO4ALL (or an ASIO-compatible sound card),
you can enable ASIO to enjoy low latency audio.
Make sure no application is playing any sound when turning this on.","如果安装了ASIO4ALL（或支持ASIO的外置声卡），可以启用ASIO以降低音频延迟。
请确保启用此选项时没有应用程序在发声。","如果安裝了 ASIO4ALL （或支援 ASIO 的外接音效卡），
可以開啟 ASIO 以降低音效延遲。
請確保開啟此選項時沒有應用程式在播放聲音。","ASIO4ALLをインストールした後（またはASIO対応サウンドカード）、
ASIOを使用して遅延の少ないオーディオを楽しめます。
ASIOを使用する前に、他のプログラムでサウンドを再生していないか確認してください。","ASIO 대응 하드웨어 또는 ASIO4ALL 소프트웨어를 설치하면 기능을 활성화하여 저지연 오디오 환경에서 게임을 즐길 수 있습니다.
ASIO 기능 활성화 전, 다른 프로그램에서 사운드 기능을 사용하고 있는지 확인하십시오."
,#options-panel #audio-buffer-size #label,Audio buffer size,音频缓冲长度,音效緩衝長度,オーディオバッファサイズ,오디오 버퍼 크기
,#options-panel #num-audio-buffers #label,Number of buffers,音频缓冲数量,音效緩衝數量,オーディオバッファ数,오디오 버퍼 수
,#options-panel #audio-buffer-explanation #label,"Using fewer and smaller buffers decreases latency,
but may cause audio issues such as stuttering.
You need to restart TECHMANIA to apply these options.","减小缓冲数量和长度可以降低音频延迟，但也更可能产生卡壳等问题。
这些选项将在TECHMANIA重新启动时生效。","減少緩衝數量和長度可以降低音效延遲，但也更可能產生卡頓等問題。
這些選項將在 TECHMANIA 重新啟動時生效。","バッファのサイズが小さく、数が少ないほどオーディオの遅延が少なくなりますが、
音切れなどの問題が発生する場合があります。
この設定を適用するにはTECHMANIAを再起動する必要があります。","버퍼의 크기가 작고 수가 적을수록 오디오의 지연이 줄어드나,
사운드 끊김 등의 문제가 발생할 수 있습니다.
이 옵션을 적용하려면 TECHMANIA를 다시 시작해야 합니다."
,#options-panel #appearance-header,Appearance,界面,介面,表示,화면
,#options-panel #language #label,Language,语言,語言,言語,언어
,#options-panel #theme #label,Theme,主题,主題,テーマ,테마
,change_theme_warning,"WARNING

Themes contain executable scripts, which may contain malicious code that could harm your device or compromise your data. Please only use themes from sources you trust.

Are you sure you want to change theme?","警告

主题包含可执行代码，其中可能包含恶意代码，能够损害你的设备或危及你的数据安全。请仅使用来源可信的主题。

你确定要更改主题吗？","警告

主題包含可執行腳本，其中可能包含惡意程式碼，能夠損害您的設備或危及您的資料。請僅使用來源可信的主題。

您確定要更改主題嗎？","警告

テーマは実行可能なスクリプトを含み、デバイスやユーザーのデータを破損させるコードを含む可能性があります。必ず信頼できるソースからのテーマを使用してください。

本当にテーマを変更しますか?","경고

테마는 실행 가능한 스크립트를 포함하고 있으며, 이는 디바이스나 사용자 데이터를 손상시키는 코드를 포함할 수 있습니다. 반드시 신뢰할 수 있는 출처에서 받은 데이터를 사용하십시오.

계속하시겠습니까?"
,change_theme_confirm,CHANGE,更改,變更,変更,변경
,change_theme_cancel,CANCEL,取消,取消,キャンセル,취소
,change_theme_instruction,The new theme will be applied the next time you start TECHMANIA.,新主题将在下次启动TECHMANIA时生效。,新主題將在下次啟動 TECHMANIA 時套用,テーマはTECHMANIAを再起動すると適用されます。,TECHMANIA를 재시작하면 테마가 적용됩니다.
,#options-panel #skins #label,Skins,皮肤,造型,スキン,스킨
,#options-panel #skins #button,SELECT,选择,選擇,選択,선택
,#options-panel #show-loading-bar #label,Show loading bar,显示读取进度,顯示載入進度,読み込みのプログレスバー表示,로딩 상태 표시
,#options-panel #show-fps #label,Show FPS,显示帧数,顯示幀數,フレームレート表示,FPS 표시
,#options-panel #show-judgement-tally #label,Show judgement tally,显示判定统计,顯示判定統計,リアルタイム判定表示,실시간 판정 보기
,#options-panel #show-lane-dividers #label,Show lane dividers,显示轨道分界线,顯示軌道分界線,レーン区切り線を表示,트랙 구분선 표시
,#options-panel #beat-markers #label,Beat markers,节拍辅助线,節拍輔助線,ビート区切り線,박자 구분선
,beat_markers_hidden,Hidden,隐藏,隱藏,隠す,숨김
,beat_markers_show_beat_markers,Show beat markers,显示节拍辅助线,顯示節拍輔助線,1泊毎に表示,1박마다 표시
,beat_markers_show_half_beat_markers,Show half beat markers,显示半节拍辅助线,顯示半拍輔助線,半拍毎に表示,반 박마다 표시
,#options-panel #background-scaling #label,Background scaling,背景缩放方式,背景縮放方式,BGAのスケーリング,BGA 맞춤
,bg_scaling_fill_entire_screen,Fill entire screen,覆盖整个屏幕,覆蓋整個螢幕,画面に合わせる,전체 화면
,bg_scaling_fill_game_area,Fill game area,仅覆盖游戏区域,僅覆蓋遊戲區域,ゲームプレイエリアに合わせる,게임 플레이 영역
,#options-panel #miscellaneous-header,Miscellaneous,其他,其他,その他,기타
,#options-panel #ruleset #label,Ruleset,规则,規則,ルールセット,규칙
,custom_ruleset_load_error_format,"An error occurred when loading custom ruleset:

{0}","读取自定义规则时发生错误：

{0}","載入自訂規則時發生錯誤：

{0}","カスタムルールセットの読み込み中にエラーが発生しました：

{0}","사용자 지정 규칙을 불러오는 중 오류가 발생했습니다.

{0}"
,#options-panel #custom-data-location #label,Custom data location,自定义数据位置,自訂檔案位置,カスタムデータパス,데이터 위치 사용자 정의
,#options-panel #tracks-folder-location #label,Tracks folder,曲目文件夹,歌曲資料夾,トラックフォルダ,음악 폴더
,#options-panel #tracks-folder-location #button,BROWSE,浏览,瀏覽,参照…,찾아보기
,#options-panel #setlists-folder-location #label,Setlists folder,组曲文件夹,組曲資料夾,セットリストフォルダ,디스크셋 폴더
,#options-panel #setlists-folder-location #button,BROWSE,浏览,瀏覽,参照…,찾아보기
,#options-panel #skins-folder-location #label,Skins folder,皮肤文件夹,造型資料夾,スキンフォルダ,스킨 폴더
,#options-panel #skins-folder-location #button,BROWSE,浏览,瀏覽,参照…,찾아보기
,#options-panel #themes-folder-location #label,Themes folder,主题文件夹,主題資料夾,テーマフォルダ,테마 폴더
,#options-panel #themes-folder-location #button,BROWSE,浏览,瀏覽,参照…,찾아보기
,#options-panel #touchscreen-test #label,Touchscreen test,触屏测试,觸控測試,タッチスクリーンテスト,터치스크린 테스트
,#options-panel #touchscreen-test #button,START,开始,開始,開始,시작
,#options-panel #offset-latency #label,Offset & latency,偏移与延迟,偏移與延遲,オフセット/遅延,오프셋/지연
,#options-panel #offset-latency #button,CALIBRATE,校对,校正,調整,보정하기
,#options-panel #pause-when-lose-focus #label,Pause when game loses focus,失去焦点时暂停游戏,失去焦點時暫停遊戲,ゲームのフォーカスを外したときに一時停止,백그라운드 상태에서 일시정지
,#options-panel #pause-button-interaction #label,Pause button interaction,暂停按钮操作方式,暫停按鈕操作方式,一時停止の操作方式,일시정지 버튼 작동 방식
,pause_button_interaction_single_tap,Single tap,点击一次,點擊一次,一回タップ,한 번 터치
,pause_button_interaction_double_tap,Double tap,点击两次,點擊兩次,二回タップ,두 번 터치
,pause_button_interaction_hold,Hold,长按,長按,長押し,길게 터치
,#options-panel #discord-rich-presence #label,Discord Rich Presence,Discord Rich Presence,Discord Rich Presence,Discord Rich Presence,Discord 상태 메시지
,,,,,,
,#touchscreen-test-panel #title,Touchscreen Test,触屏测试,觸控測試,タッチスクリーンテスト,터치스크린 테스트
,#touchscreen-test-panel #instructions,Touch anywhere on the screen. Circles should appear around your fingertips.,请轻触屏幕上任意位置。触点周围会出现圆圈。,請觸碰螢幕上任意位置。指尖周圍會出現圓圈。,画面をタップしてください。指の周りに円が現れます。,화면을 터치하십시오. 손가락 주변에 원이 나타납니다.
,touchscreen_test_finger_indicator_format,Finger #{0},触点 #{0},手指 #{0},タップ #{0},터치 #{0}
,,,,,,
,#select-skin-panel #title,Select Skin,选择皮肤,選擇造型,スキン選択,스킨 선택
,#select-skin-panel #note-skin #label,Note,音符,音符,ノート,노트
,#select-skin-panel #vfx-skin #label,VFX,特效,特效,VFX,쿨밤
,#select-skin-panel #combo-skin #label,Combo,连击,連擊,コンボ,판정/콤보
,#select-skin-panel #game-ui-skin #label,Game UI,游戏内界面,遊戲介面,ゲームUI,게임 UI
,#select-skin-panel #reload-skins #label,Reload skins when loading patterns,读取谱面时重新读取皮肤,載入譜面時重新載入造型,パターンの読み込み時にスキンを再読み込み,패턴을 열 때 스킨 다시 로드
Added in 2.3,#select-skin-panel #reload-skins-now #label,Reload now,立刻重新读取皮肤,立即重新載入造型,今すぐ再読み込み,오른쪽 버튼을 눌러 즉시 다시 로드
Added in 2.3,#select-skin-panel #reload-skins-now #reload-button,RELOAD,读取,載入,再読み込み,다시 로드
{0} is error message,select_skin_panel_load_error_format,"An error occurred when loading the selected skin:

{0}","读取皮肤时发生错误：

{0}","載入造型時發生錯誤：

{0}","選択したスキンの読み込み中にエラーが発生しました。

{0}","선택한 스킨을 불러오는 중 오류가 발생했습니다.

{0}"
,select_skin_panel_additive_shader_alert,"Please note that some elements of the selected skin cannot be displayed, due to a missing feature in TECHMANIA's UI framework.

Refer to TECHMANIA 2.0's release notes for more details.","请注意，由于TECHMANIA的UI框架缺失功能，所选皮肤的一部分元素暂时无法显示。

详情可参阅TECHMANIA 2.0的发行说明。","請注意，由於 TECHMANIA 的 UI 框架缺失功能，所選造型的一部份元素暫時無法顯示。

詳情請參閱 TECHMANIA 2.0 的發行備註。","TECHMANIA UIフレームワークに存在しない機能が含まれているため、スキンの一部が表示されない場合があります。

詳細はTECHMANIA 2.0のリリーズノートをご確認ください。","TECHMANIA UI 프레임워크의 기능이 누락되어 있어 선택한 스킨의 일부 요소가 올바르게 보이지 않을 수 있습니다.

자세한 내용은 TECHMANIA 2.0 릴리스 노트를 참고하십시오."
,,,,,,
,#timing-calibration-panel #title,Timing Calibration,偏移与延迟校对,偏移與延遲校正,タイミング調整,타이밍 보정
,#timing-calibration-panel #device #label,Input device,输入设备,輸入裝置,入力方式,입력 장치
,#timing-calibration-panel #device #touchscreen-radio #text,Touchscreen,触屏,觸控螢幕,タッチスクリーン,터치스크린
,#timing-calibration-panel #device #km-radio #text,Keyboard & Mouse,键盘鼠标,鍵盤滑鼠,キーボード・マウス,키보드/마우스
,#timing-calibration-panel #note-offset #label,Note offset (ms),音符偏移（ms）,音符偏移,ノートオフセット(ms),노트 오프셋 (ms)
,#timing-calibration-panel #input-latency #label,Input latency (ms),输入延迟（ms）,輸入延遲,入力遅延(ms),입력 지연 (ms)
,#timing-calibration-panel #instructions-bg #header,Instructions,说明,說明,設定方法,설명
,#timing-calibration-panel #instructions-bg #content,"1. <indent=5%>Choose the input device(s) you wish to calibrate, then play the notes below. (for keyboard you can use any letter or number key)</indent>
2. <indent=5%>Adjust note offset until you feel the timing of notes and keysounds are correct.</indent>
3. <indent=5%>Adjust input latency until the reported time differences get close to 0.</indent>","1. <indent=5%>选择待校对的输入设备，然后演奏下方的音符。（在键盘上可以使用任意字母、数字键）</indent>
2. <indent=5%>调整音符偏移，直到你感觉音符以及按键音的时机与背景音乐完全同步。</indent>
3. <indent=5%>调整输入延迟，直到游戏报告的时间差接近于0。</indent>","1. <indent=5%>選擇待校正的輸入裝置，然後演奏下方的音符。（在鍵盤上可以使用任意字母、數字鍵）</indent>
2. <indent=5%>調整音符偏移，直到您感覺音符以及按鍵音的時機與背景音樂完全同步。</indent>
3. <indent=5%>調整輸入延遲，直到遊戲回報的時間差接近於 0。</indent>","1. <indent=5%>タイミングを調整したい入力方法を選択し、下のノートをタップしてください。（キーボードでは全ての文字・数字キーを使用できます）</indent>
2. <indent=5%>ノートのタイミングとノート音が合っていると感じられるまで調整してください。</indent>
3. <indent=5%>時間差が0に近くなるまで入力遅延を調整してください。</indent>","1. <indent=5%>보정할 입력 장치를 선택하고, 아래 노트를 연주합니다. 키보드는 문자, 숫자 키 중 아무 키나 사용할 수 있습니다.</indent>
2. <indent=5%>연주음과 연주 타이밍이 일치할 때까지 오프셋을 조정하십시오.</indent>
3. <indent=5%>시간차가 0에 최대한 가까워지도록 입력 지연을 조정하십시오.</indent>"
,timing_calibration_early_indicator,early,过早,太早,EARLY,EARLY
,timing_calibration_late_indicator,late,过晚,太晚,LATE,LATE
,,,,,,
,#information-panel #title,Information,须知,須知,情報,안내
,#information-panel #getting-started-header,Getting started,入门,開始,はじめに,게임 시작하기
,#information-panel #getting-started-instruction,"Download tracks and skins from the official website, then extract them into the ""Tracks"" and ""Skins"" folders.",从官方网站下载曲目和皮肤，然后解压到Tracks和Skins文件夹。,從官方網站下載歌曲和造型，然後解壓縮到 Tracks 和 Skins 資料夾。,公式ウェブサイトでトラックとスキンをダウンロードし、「Tracks」と「Skins」フォルダに解凍します。,"공식 웹사이트에서 음악과 스킨을 내려받고, ""Tracks""와 ""Skins"" 폴더에 각각 압축을 해제합니다."
,#information-panel #folder-location-pc,"On PC, these folders are next to TECHMANIA.exe.",在PC上，这两个文件夹和TECHMANIA.exe位于同一位置。,在 PC 上，這兩個資料夾和 TECHMANIA.exe 在同一個位置。,PCの場合、これらのフォルダはTECHMANIA.exeと同じパスにあります。,해당 폴더는 게임 실행 파일과 같은 위치에서 찾을 수 있습니다.
,#information-panel #folder-location-ios,"On iOS/iPadOS, you can find these folders in the Files app, or in iTunes File Sharing on your computer.",在iOS/iPadOS上，使用文件app或者iTunes的文件共享来访问这两个文件夹。,在 iOS/iPadOS 上，使用檔案 app 或 iTunes 檔案共享來查看這兩個資料夾,iOS・iPadOSの場合、ファイルアプリまたはiTunesのファイル共有をご利用ください。,파일 앱 또는 iTunes의 파일 공유 기능을 사용하십시오.
,#information-panel #folder-location-android,"On Android, you can find these folders in /storage/Android/data/com.TECHMANIA.",在Android上，这两个文件夹位于/storage/Android/data/com.TECHMANIA。,在 Android 上，這兩個資料夾在 /storage/Android/data/com.TECHMANIA。,Androidの場合、これらのフォルダは/storage/Android/data/com.TECHMANIAにあります。,해당 폴더는 /storage/Android/data/com.TECHMANIA에서 찾을 수 있습니다.
,#information-panel #ios-guided-access,Enable Guided Access from your device's accessibility settings to avoid returning to the Home Screen when swiping.,在系统设置——辅助功能中启用引导式访问，可以避免滑动操作时返回主屏幕。,在設定——輔助使用中啟用引導使用模式，可以避免滑動操作時返回主畫面。,画面をスワイプしたときにホーム画面に移動することを防止するにはデバイス設定のアクセシビリティでアクセスガイドを有効にしてください。,화면을 스와이프했을 때 홈 화면으로 이동하는 것을 막으려면 기기 설정 > 손쉬운 설정 항목에서 '사용법 유도'를 활성화하십시오.
,#information-panel #links-header,Links,链接,連結,リンク,링크
,#information-panel #website-button #text,WEBSITE,网站,網站,ウェブサイト,웹사이트
,#information-panel #documentation-button #text,DOCUMENTATION,文档,文件,公式マニュアル,기술 문서
,#information-panel #health-safety-header,Health & safety information,健康与安全须知,健康與安全須知,健康と安全のために,안전과 건강을 위하여
,#information-panel #health-safety-text,"When playing with a touchscreen, please do not strike it violently. Doing so may cause damage to the touchscreen and/or yourself.

Flashing lights may trigger seizures, even in people who never experienced it before. If you feel uncomfortable, stop playing and take a break.","使用触屏时请勿用力击打，否则可能对触屏或玩家自身造成伤害。

闪烁的游戏图像有可能触发癫痫症状，无论是否有此病史。如果在游戏时感到不适，请停止游戏并休息。","使用觸控螢幕時請勿用力點擊，否則可能會對螢幕或玩家自身造成傷害。

無論是否有癲癇病史，閃爍的遊戲影像可能會觸發此症狀。如果在遊戲時趕到不適，請停止遊戲並休息。","タッチスクリーンは軽くタップしてください。衝撃を与える行為または指ではないものでタップする行為は故障の原因となります。

まれに特定の光のパターンや点滅を見た場合にてんかん発作を起こす場合があります。これまでにてんかん発作やてんかん病状のない人でも同様に起きる可能性があります。ゲーム中にめまい、視覚変化、目元の痙攣、意識消失、方向感覚消失、あらゆる不随意運動、痙攣などの症状が生じた場合には直ちにゲームを中止し、十分に休息するか医師へご相談ください。","터치 스크린은 손가락으로 가볍게 눌러 주십시오.
주먹으로 내려치거나 다른 도구를 사용하는 등의 다른 방법으로 터치 스크린을 누를 경우, 터치 스크린이 파손될 수 있습니다.

극소수이나 몇몇 사람들은 비디오 게임 등에서 볼 수 있는 번쩍이는 빛이나 무늬와 같은 시각적 이미지에 노출되면 ""광과민성 간질 발작""을 일으킬 수 있습니다.

현기증, 환각, 눈이나 얼굴의 경련, 팔이나 다리의 경련이나 떨림, 방향감각 상실, 정신 착란, 일시적인 의식 상실 등의 증상 중 한 가지라도 나타나면 즉시 게임을 중단하고 의사와 상의하십시오."
Added in 2.3,#information-panel #statistics-header,Statistics,统计数据,統計資料,統計,통계
"Added in 2.3;
{0} - {2} are the statistics content",information_panel_statistics_timers_format,"Total time in app:<indent=30%>{0}</indent>
Time in game:<indent=30%>{1}</indent>
Time in editor:<indent=30%>{2}</indent>","总时长：<indent=30%>{0}</indent>
游戏时长：<indent=30%>{1}</indent>
编辑器时长：<indent=30%>{2}</indent>","總時數：<indent=30%>{0}</indent>
遊戲時數：<indent=30%>{1}</indent>
編輯器時數：<indent=30%>{2}</indent>","総ゲーム起動時間：<indent=30%>{0}</indent>
総プレイ時間：<indent=30%>{1}</indent>
総エディタ使用時間：<indent=30%>{2}</indent>","프로그램 실행 시간:<indent=30%>{0}</indent>
게임 플레이 시간:<indent=30%>{1}</indent>
편집기 이용 시간:<indent=30%>{2}</indent>"
"Added in 2.3;
{0} - {2} are the statistics content",information_panel_statistics_counters_format,"Total app launches:<indent=30%>{0}</indent>
Total patterns played:<indent=30%>{1}</indent>
Total notes hit:<indent=30%>{2}</indent>","TECHMANIA启动次数：<indent=30%>{0}</indent>
游玩谱面总数：<indent=30%>{1}</indent>
击打音符总数：<indent=30%>{2}</indent>","TECHMANIA啟動次數：<indent=30%>{0}</indent>
遊玩譜面總數：<indent=30%>{1}</indent>
點擊音符總數：<indent=30%>{2}</indent>","ゲーム起動回数：<indent=30%>{0}</indent>
プレイしたパターンの数：<indent=30%>{1}</indent>
タップしたノートの数：<indent=30%>{2}</indent>","프로그램 실행 횟수:<indent=30%>{0}</indent>
플레이한 패턴 수:<indent=30%>{1}</indent>
연주한 노트 수:<indent=30%>{2}</indent>"
,#information-panel #credits-header,Credits,制作人,製作者,クレジット,제작진
,#information-panel #program-subheader,Program,程序,程式,プログラミング,프로그래밍
,#information-panel #localization-subheader,Localization (in alphabetical order),本地化（字母序）,翻譯 (字母排序),翻訳（アルファベット順）,번역(이름순)
